source,source_row,z,y,x,theta_deg,winding,dk,ct_brightness,conf,pre_repair_global_id,labeled_frac_5cube
unlab,922,3728,2000,1986,336.0,3,1,161,,242270,0.568
unlab,1159,3152,2088,1806,120.0,4,1,127,,181365,0.568
unlab,1377,3664,2011,1892,210.0,4,1,134,,220584,0.568
unlab,1517,1488,1666,1640,282.0,4,1,167,,78218,0.568
unlab,1639,1936,1703,1652,330.0,4,1,164,,119802,0.568
unlab,1999,9872,1946,1594,132.0,5,1,150,,500829,0.568
unlab,2324,4368,1974,1922,258.0,5,1,107,,288152,0.568
unlab,2363,3024,1938,1874,276.0,5,1,154,,180921,0.568
unlab,2544,9872,1857,1723,342.0,5,1,179,,493624,0.568
unlab,3291,4048,1976,1994,294.0,6,1,156,,259212,0.568
unlab,3557,3984,2101,1973,66.0,7,1,156,,258792,0.568
unlab,3983,4624,1971,1864,252.0,7,1,166,,299398,0.568
unlab,4840,8848,1817,1822,324.0,8,1,159,,409097,0.568
unlab,5343,10000,1771,1626,282.0,9,1,164,,512515,0.568
unlab,5452,9808,1885,1808,12.0,10,1,172,,465347,0.568
unlab,6676,2704,1910,1678,210.0,12,2,136,,63448,0.568
unlab,8178,9744,2076,1863,42.0,22,1,141,,501041,0.568
unlab,8944,10768,1434,2746,348.0,68,1,137,,561305,0.568
unlab,8981,3600,2364,897,162.0,72,1,124,,218103,0.568
wedge,1061,3600,2657,1370,132.0,81,,,1,111481,0.568
wedge,1409,4432,1566,2749,330.0,84,,,1,206505,0.568
wedge,2614,8336,1447,2169,306.0,38,,,1,425300,0.568
unlab,271,7312,2064,1947,246.0,2,1,103,,389389,0.56
unlab,593,3280,2058,1815,144.0,3,1,117,,199570,0.56
unlab,705,8080,1896,1830,204.0,3,2,151,,395683,0.56
unlab,807,10576,1674,1660,264.0,3,1,251,,598074,0.56
unlab,936,9872,1861,1712,342.0,3,2,166,,493371,0.56
unlab,1259,6864,2195,1909,156.0,4,1,109,,374396,0.56
unlab,1697,3152,2012,1915,354.0,4,1,107,,182164,0.56
unlab,2486,6928,2081,2006,318.0,5,1,149,,374524,0.56
unlab,2545,11024,1099,2086,342.0,5,1,153,,652337,0.56
unlab,2718,9488,1960,1794,60.0,6,2,146,,483798,0.56
unlab,2786,8976,1888,1753,84.0,6,1,147,,449316,0.56
unlab,2911,9424,1958,1726,138.0,6,1,149,,469958,0.56
unlab,2963,9488,1923,1708,156.0,6,1,157,,483776,0.56
unlab,3794,2128,1892,1422,168.0,7,1,154,,130581,0.56
unlab,5079,9744,1968,1622,114.0,9,1,144,,484463,0.56
unlab,5179,4688,2034,1768,192.0,9,1,103,,297694,0.56
unlab,5411,9872,1785,1784,324.0,9,1,165,,493252,0.56
unlab,5606,2960,2094,1839,102.0,10,1,163,,152072,0.56
unlab,5736,10320,1746,1507,198.0,10,1,118,,538419,0.56
unlab,5992,10128,1762,1778,336.0,10,1,198,,538498,0.56
unlab,6840,8656,1775,1978,336.0,12,1,158,,432784,0.56
unlab,6977,7504,2126,1819,156.0,13,1,182,,395511,0.56
unlab,7140,8656,1892,2070,6.0,14,1,142,,439106,0.56
unlab,7630,912,2192,1311,150.0,16,1,152,,49843,0.56
unlab,8684,7632,2406,2136,66.0,44,1,136,,398770,0.56
unlab,8742,3152,1320,2073,288.0,50,1,128,,172092,0.56
unlab,8859,9424,2547,2048,66.0,61,1,163,,473630,0.56
unlab,8879,3152,2378,1040,156.0,62,1,180,,186052,0.56
unlab,8911,10320,1078,1010,228.0,65,1,166,,531192,0.56
wedge,1080,3632,2655,1355,132.0,79,,,1,111481,0.56
wedge,1774,5552,2628,1811,108.0,67,,,2,223883,0.56
unlab,197,11152,940,2311,180.0,2,1,160,,649780,0.552
unlab,748,9680,1826,1616,222.0,3,1,176,,479066,0.552
unlab,861,1296,1671,1670,306.0,3,1,140,,78392,0.552
unlab,950,10448,1786,1700,348.0,3,2,139,,566610,0.552
unlab,1514,10000,1798,1614,276.0,4,1,157,,493252,0.552
unlab,1572,3600,1984,1964,306.0,4,1,149,,220691,0.552
unlab,1603,10512,1712,1701,312.0,4,1,205,,567228,0.552
unlab,1692,10448,1784,1707,348.0,4,2,143,,566610,0.552
unlab,1787,8848,1913,1778,36.0,5,2,175,,449316,0.552
unlab,1868,9872,1930,1671,72.0,5,2,163,,500909,0.552
unlab,2013,8272,1921,1850,138.0,5,1,131,,408922,0.552
unlab,2435,8976,1794,1773,300.0,5,2,156,,442540,0.552
unlab,2905,7056,2201,1887,138.0,6,2,153,,381754,0.552
unlab,3141,9424,1839,1710,234.0,6,1,126,,465348,0.552
unlab,3146,10704,1612,1551,234.0,6,2,138,,598597,0.552
unlab,3673,8272,1944,1865,114.0,7,1,137,,223883,0.552
unlab,4080,3920,1902,2004,294.0,7,1,136,,253630,0.552
unlab,4769,8848,1819,1754,288.0,8,3,134,,409097,0.552
unlab,5076,7888,2061,1856,114.0,9,1,121,,412537,0.552
unlab,6022,7504,2188,2195,30.0,11,1,154,,223883,0.552
unlab,6674,10320,1749,1554,204.0,12,1,158,,538377,0.552
unlab,7683,10448,1585,1649,276.0,16,1,192,,567011,0.552
unlab,8023,4048,1840,1865,246.0,19,1,113,,252319,0.552
unlab,8653,8528,2218,2139,48.0,41,1,149,,428977,0.552
unlab,8792,6224,2553,1793,114.0,55,1,119,,223883,0.552
unlab,8811,3728,1432,1606,240.0,56,1,118,,232518,0.552
unlab,8938,6288,1766,1113,204.0,68,1,153,,349641,0.552
unlab,8954,9424,1206,1250,234.0,69,1,146,,463364,0.552
wedge,989,3440,1894,610,186.0,68,,,1,197687,0.552
wedge,1109,3696,2448,947,156.0,79,,,1,218052,0.552
wedge,1356,4336,2700,1431,126.0,61,,,1,265936,0.552
unlab,5920,9168,1746,1855,288.0,10,1,193,,442680,0.547
unlab,79,2320,1952,1636,78.0,2,1,136,,142008,0.544
unlab,1235,3280,2073,1780,150.0,4,1,146,,199511,0.544
unlab,1417,9040,1777,1766,222.0,4,1,156,,442540,0.544
unlab,1429,6288,2096,1912,228.0,4,1,148,,351615,0.544
unlab,2016,9616,1943,1673,138.0,5,1,145,,484404,0.544
unlab,2158,9552,1856,1575,198.0,5,2,147,,484133,0.544
unlab,2182,10320,1767,1594,204.0,5,1,132,,538377,0.544
unlab,2362,2768,1883,1842,276.0,5,1,134,,152549,0.544
unlab,3125,10448,1757,1586,228.0,6,1,144,,566702,0.544
unlab,3135,5712,2066,1925,234.0,6,1,130,,338086,0.544
unlab,3500,9872,1934,1730,36.0,7,1,153,,500563,0.544
unlab,3897,3728,1982,1903,222.0,7,1,160,,242318,0.544
unlab,4602,10448,1750,1511,204.0,8,1,140,,566822,0.544
unlab,4617,2256,1834,1541,216.0,8,1,144,,126517,0.544
unlab,4949,8400,1949,1900,54.0,9,1,122,,428684,0.544
unlab,5407,5328,2019,2070,324.0,9,1,151,,326151,0.544
unlab,6501,2960,2109,2006,36.0,12,1,125,,167268,0.544
unlab,6931,8144,1994,1872,102.0,13,1,146,,223883,0.544
unlab,7046,3920,1851,1870,246.0,13,1,107,,253582,0.544
unlab,7322,9744,1704,1677,276.0,14,1,177,,479450,0.544
unlab,8143,1424,1796,1477,150.0,21,1,151,,63448,0.544
unlab,8293,4112,2364,1841,108.0,24,1,121,,121319,0.544
unlab,8332,2704,2229,1991,54.0,25,1,151,,152975,0.544
wedge,343,1712,2236,2536,30.0,80,,,1,115555,0.544
wedge,585,2256,2312,643,156.0,58,,,1,140212,0.544
unlab,64,9872,1925,1681,60.0,2,1,164,,500818,0.536
unlab,136,9552,1962,1664,132.0,2,1,131,,484872,0.536
unlab,462,7504,2112,2019,48.0,3,1,146,,390101,0.536
unlab,1004,1232,1848,1625,30.0,4,2,114,,78314,0.536
unlab,1107,6544,2252,1982,84.0,4,1,158,,223883,0.536
unlab,1177,7824,2039,1875,126.0,4,1,145,,223883,0.536
unlab,1353,10320,1759,1549,198.0,4,1,163,,538377,0.536
unlab,1664,8528,1816,1870,336.0,4,1,189,,424174,0.536
unlab,1871,10832,1618,1884,72.0,5,1,156,,637910,0.536
unlab,1926,3216,2107,1805,108.0,5,1,136,,198425,0.536
unlab,3224,8976,1786,1742,264.0,6,1,149,,442540,0.536
unlab,3333,9360,1809,1849,306.0,6,1,172,,465666,0.536
unlab,3502,3792,2068,1978,42.0,7,1,148,,242657,0.536
unlab,3648,9168,1911,1807,102.0,7,1,163,,449316,0.536
unlab,3654,2128,1915,1570,108.0,7,1,179,,130716,0.536
unlab,3798,7312,2136,1842,168.0,7,1,154,,382080,0.536
unlab,3844,10320,1752,1527,198.0,7,1,125,,538419,0.536
unlab,3880,3280,1999,1796,216.0,7,3,117,,199510,0.536
unlab,4717,3152,1935,1837,264.0,8,1,139,,182249,0.536
unlab,4927,8976,1926,1870,36.0,9,1,171,,450837,0.536
unlab,5103,10704,1832,1583,126.0,9,1,120,,598724,0.536
unlab,5158,1616,1737,1466,162.0,9,1,187,,94528,0.536
unlab,5429,9296,1866,2010,342.0,9,1,147,,461155,0.536
unlab,5703,2128,1963,1405,150.0,10,1,162,,128887,0.536
unlab,7137,10640,1656,1945,342.0,13,1,150,,601261,0.536
unlab,7530,3792,1858,2070,312.0,15,1,145,,234035,0.536
unlab,7537,11024,1007,2136,318.0,15,1,177,,631007,0.536
unlab,8693,8528,1424,2272,318.0,44,1,145,,425118,0.536
unlab,8777,4944,2413,2592,30.0,54,1,141,,305920,0.536
unlab,8826,1360,2014,2495,18.0,58,1,142,,85702,0.536
wedge,2029,6288,2511,813,162.0,88,,,1,355108,0.536
wedge,2035,6320,2647,1792,108.0,66,,,1,223883,0.533
unlab,574,9872,1909,1628,132.0,3,1,179,,500851,0.528
unlab,764,1104,1876,1503,234.0,3,2,162,,67732,0.528
unlab,1049,3408,2082,1894,54.0,4,1,162,,200569,0.528
unlab,1163,4304,2094,1888,120.0,4,1,127,,287781,0.528
unlab,1322,8144,1898,1812,186.0,4,1,124,,412880,0.528
unlab,1357,3920,2006,1905,204.0,4,1,128,,251974,0.528
unlab,1570,1296,1667,1674,306.0,4,1,140,,78392,0.528
unlab,1873,3792,2065,1934,78.0,5,1,148,,242653,0.528
unlab,1929,3600,2107,1907,108.0,5,1,118,,220584,0.528
unlab,2078,4240,2092,1835,162.0,5,1,135,,271742,0.528
unlab,2205,9488,1856,1682,210.0,5,2,156,,453587,0.528
unlab,3689,8400,1911,1821,120.0,7,1,128,,408922,0.528
unlab,3957,9808,1790,1636,240.0,7,1,180,,493530,0.528
unlab,4091,8848,1820,1761,294.0,7,3,157,,409097,0.528
unlab,4457,8592,1914,1762,114.0,8,1,127,,423895,0.528
unlab,5723,3536,2036,1763,174.0,10,1,140,,219152,0.528
unlab,5754,1232,1754,1486,216.0,10,1,159,,78158,0.528
unlab,5836,3152,1930,1827,258.0,10,1,144,,182249,0.528
unlab,6721,3920,1856,1873,246.0,12,1,133,,253582,0.528
unlab,7272,3152,1822,1627,222.0,14,1,122,,175555,0.528
unlab,7548,9552,1982,1898,24.0,16,1,151,,485161,0.528
unlab,8051,9104,1765,2083,342.0,19,1,100,,223883,0.528
unlab,8213,10576,1586,1404,210.0,22,1,167,,565928,0.528
unlab,8239,2832,1822,2121,330.0,22,1,158,,162010,0.528
unlab,8689,8080,2317,1518,132.0,44,1,131,,412939,0.528
unlab,8747,2256,1408,1606,270.0,51,1,153,,124185,0.528
unlab,8748,3152,1321,2073,288.0,51,1,128,,172092,0.528
unlab,8865,9872,1147,1499,258.0,61,1,145,,489920,0.528
unlab,8881,6288,1782,1150,204.0,62,1,152,,349668,0.528
unlab,9001,4496,1346,1985,276.0,74,1,163,,281616,0.528
unlab,9012,3600,2762,1694,108.0,76,1,158,,227512,0.528
wedge,736,2640,2317,794,162.0,69,,,1,140585,0.528
wedge,759,2736,2247,608,168.0,77,,,1,169299,0.528
wedge,1759,5520,2626,1802,108.0,67,,,2,223883,0.528
wedge,2015,6256,2644,1802,108.0,70,,,2,223883,0.528
wedge,2835,8880,1488,2392,330.0,60,,,1,441187,0.528
unlab,23,10704,1757,1686,18.0,2,1,148,,598650,0.52
unlab,567,10960,1285,1898,126.0,3,1,134,,588341,0.52
unlab,628,4304,2052,1881,162.0,3,1,135,,287242,0.52
unlab,985,2832,2003,1886,18.0,4,1,112,,166495,0.52
unlab,1199,7824,2039,1867,132.0,4,1,142,,223883,0.52
unlab,1607,2448,1909,1776,318.0,4,1,134,,63448,0.52
unlab,2726,2128,1927,1621,66.0,6,1,135,,122464,0.52
unlab,2897,1424,1786,1536,138.0,6,1,170,,63448,0.52
unlab,3079,9360,1856,1692,210.0,6,1,150,,465348,0.52
unlab,3147,976,1936,1430,240.0,6,1,165,,53398,0.52
unlab,3479,3792,2062,1998,30.0,7,1,142,,242657,0.52
unlab,3676,9104,1913,1791,114.0,7,1,170,,459335,0.52
unlab,3878,3152,1934,1729,216.0,7,1,136,,181418,0.52
unlab,4057,8144,1816,1910,282.0,7,1,144,,395683,0.52
unlab,4801,8528,1693,1915,306.0,8,1,162,,425094,0.52
unlab,4996,8400,1942,1867,72.0,9,1,150,,428684,0.52
unlab,5120,1424,1814,1505,138.0,9,1,184,,94434,0.52
unlab,5150,5968,2182,1861,150.0,9,1,157,,223883,0.52
unlab,5461,6160,2169,2099,24.0,10,1,124,,352377,0.52
unlab,6111,8208,1979,1879,84.0,11,1,162,,223883,0.52
unlab,6517,4560,2286,2010,60.0,12,1,133,,287561,0.52
unlab,6799,8912,1685,1802,288.0,12,1,126,,442740,0.52
unlab,7639,10128,1798,1309,186.0,16,1,162,,223883,0.52
unlab,7925,7376,1948,1940,258.0,18,1,142,,388982,0.52
unlab,8471,8400,1650,1745,246.0,29,1,173,,423945,0.52
unlab,8816,3152,1658,2656,336.0,56,1,116,,178919,0.52
unlab,8894,8528,1562,2678,342.0,63,1,138,,426539,0.52
unlab,8941,10320,1027,1098,234.0,68,1,126,,531190,0.52
wedge,1793,5584,2630,1813,108.0,68,,,1,223883,0.52
unlab,340,3728,1994,1977,324.0,2,1,165,,242199,0.512
unlab,831,7824,1924,1924,282.0,3,1,164,,404683,0.512
unlab,982,10960,1269,2013,12.0,4,1,180,,629654,0.512
unlab,1105,4880,2121,1957,84.0,4,1,118,,311184,0.512
unlab,1839,10896,1578,1970,60.0,5,1,110,,638455,0.512
unlab,2054,9104,1884,1761,150.0,5,1,162,,449316,0.512
unlab,2216,3728,1980,1891,216.0,5,1,119,,242229,0.512
unlab,2339,8272,1811,1885,264.0,5,1,132,,409177,0.512
unlab,2619,3920,2050,2002,24.0,6,1,117,,258792,0.512
unlab,2701,7952,2006,1924,54.0,6,1,156,,404394,0.512
unlab,2785,8848,1965,1743,84.0,6,1,171,,449381,0.512
unlab,3200,4496,1953,1896,258.0,6,1,103,,287643,0.512
unlab,3485,9168,1911,1910,30.0,7,1,140,,459586,0.512
unlab,3501,1872,1790,1666,42.0,7,1,169,,63448,0.512
unlab,3992,11088,962,2081,252.0,7,1,136,,650167,0.512
unlab,4009,3280,1923,1834,264.0,7,1,143,,198625,0.512
unlab,4189,9424,1849,1928,336.0,7,1,119,,461155,0.512
unlab,4277,2576,2048,1858,42.0,8,1,123,,152019,0.512
unlab,4437,4944,2127,1928,108.0,8,1,143,,310035,0.512
unlab,4616,10576,1682,1570,210.0,8,2,147,,567035,0.512
unlab,4994,7824,2074,1936,72.0,9,1,135,,223883,0.512
unlab,5072,4624,2155,1848,114.0,9,1,194,,297343,0.512
unlab,5423,8784,1757,1972,336.0,9,1,174,,434406,0.512
unlab,5832,8912,1750,1724,252.0,10,1,141,,442690,0.512
unlab,5838,4048,1948,1937,258.0,10,1,131,,259152,0.512
unlab,5872,8144,1800,1891,270.0,10,1,151,,395683,0.512
unlab,6391,2064,1728,1609,282.0,11,1,150,,119847,0.512
unlab,6705,3984,1846,1807,234.0,12,1,138,,252240,0.512
unlab,7000,9168,1799,1686,204.0,13,1,156,,442653,0.512
unlab,7665,3920,1838,1865,246.0,16,1,146,,253582,0.512
unlab,7717,10960,1110,2165,330.0,16,1,162,,629416,0.512
unlab,8174,2448,2102,2016,30.0,22,1,122,,142681,0.512
unlab,8759,2256,1480,1244,228.0,52,1,147,,126036,0.512
unlab,8949,1808,2291,1845,66.0,69,1,148,,113839,0.512
unlab,8959,4048,2788,1632,114.0,70,1,187,,111481,0.512
unlab,9002,4496,1368,2129,288.0,74,1,142,,281656,0.512
unlab,9008,4496,1368,2129,288.0,75,2,142,,281656,0.512
unlab,9033,10320,1218,2653,330.0,79,1,156,,533447,0.512
wedge,746,2704,2707,1502,114.0,75,,,2,155285,0.512
wedge,1434,4464,1568,2735,330.0,89,,,1,206505,0.512
unlab,2132,4304,2032,1854,186.0,5,1,145,,285745,0.51
unlab,39,3280,2063,1883,36.0,2,1,138,,198787,0.504
unlab,403,10128,1845,1694,12.0,3,1,210,,512815,0.504
unlab,745,5392,2051,1922,222.0,3,1,172,,326252,0.504
unlab,1129,10128,1933,1613,96.0,4,1,164,,545717,0.504
unlab,1213,7888,2030,1842,138.0,4,1,131,,223883,0.504
unlab,1214,8784,1905,1686,138.0,4,1,138,,223883,0.504
unlab,1304,5136,2078,1913,174.0,4,1,193,,318177,0.504
unlab,1370,9168,1832,1760,204.0,4,1,144,,442653,0.504
unlab,1395,3728,1986,1900,216.0,4,1,146,,242318,0.504
unlab,1400,6288,2100,1897,216.0,4,2,140,,351615,0.504
unlab,1592,4752,1991,1966,312.0,4,1,129,,223883,0.504
unlab,1872,11152,990,2396,72.0,5,1,152,,655456,0.504
unlab,2266,7312,2045,1910,228.0,5,1,141,,389926,0.504
unlab,2840,8592,1909,1772,108.0,6,1,149,,437546,0.504
unlab,2938,4048,2084,1906,150.0,6,1,144,,259387,0.504
unlab,3038,8208,1871,1786,198.0,6,3,149,,409177,0.504
unlab,3044,2064,1802,1516,204.0,6,1,148,,63448,0.504
unlab,3460,9744,1908,1741,12.0,7,1,200,,500490,0.504
unlab,3602,4688,2160,1907,84.0,7,1,108,,223883,0.504
unlab,3633,4688,2187,1883,96.0,7,1,147,,299611,0.504
unlab,3857,8208,1876,1819,204.0,7,2,167,,409177,0.504
unlab,4298,3984,2126,2011,54.0,8,1,166,,258761,0.504
unlab,4439,7376,2176,1942,108.0,8,1,176,,389422,0.504
unlab,4921,3216,2123,1966,36.0,9,2,144,,200022,0.504
unlab,5199,3408,1961,1682,204.0,9,1,112,,219561,0.504
unlab,5765,4240,1999,1836,222.0,10,1,100,,271821,0.504
unlab,7012,8272,1767,1733,216.0,13,1,146,,409097,0.504
unlab,7025,1680,1602,1514,234.0,13,1,170,,109566,0.504
unlab,7470,10128,1656,1467,228.0,15,1,163,,513018,0.504
unlab,7482,3920,1842,1866,246.0,15,1,137,,253582,0.504
unlab,7628,10256,2018,1482,138.0,16,1,146,,547257,0.504
unlab,8170,2832,1824,2118,330.0,21,1,141,,162010,0.504
unlab,8754,8528,2304,1804,90.0,52,1,123,,223883,0.504
unlab,8765,2256,2457,2245,42.0,53,2,142,,134247,0.504
unlab,8827,4496,2430,2602,30.0,58,1,131,,293311,0.504
unlab,8891,9424,1219,1260,234.0,63,1,167,,463369,0.504
unlab,9016,4496,1367,2129,288.0,76,1,141,,281656,0.504
wedge,3300,10544,2533,1892,72.0,64,,,1,552047,0.504
wedge,3402,10768,2406,2275,54.0,64,,,1,618369,0.504
unlab,3080,9488,1854,1678,210.0,6,3,144,,453587,0.5
unlab,61,10192,1870,1706,54.0,2,1,160,,512625,0.496
unlab,175,3728,2028,1896,168.0,2,1,141,,242162,0.496
unlab,258,3792,1991,1893,222.0,2,1,160,,240340,0.496
unlab,324,4624,2023,1915,306.0,2,1,131,,288662,0.496
unlab,371,9104,1836,1885,348.0,2,1,148,,442759,0.496
unlab,399,7568,2058,2035,12.0,3,2,150,,389389,0.496
unlab,800,976,1938,1484,264.0,3,1,187,,67568,0.496
unlab,1095,1680,1746,1593,78.0,4,1,166,,63448,0.496
unlab,1334,7952,1951,1838,192.0,4,1,124,,412769,0.496
unlab,1345,7888,1967,1827,198.0,4,1,167,,412523,0.496
unlab,1368,8080,1893,1825,204.0,4,3,129,,395683,0.496
unlab,1866,9616,1940,1749,72.0,5,1,155,,484488,0.496
unlab,2002,10960,1299,1879,132.0,5,1,167,,588341,0.496
unlab,2125,1424,1712,1543,186.0,5,1,142,,62169,0.496
unlab,2172,6864,2132,1866,204.0,5,1,136,,366751,0.496
unlab,2175,8080,1891,1820,204.0,5,2,153,,395683,0.496
unlab,2223,6288,2096,1892,216.0,5,1,120,,351615,0.496
unlab,2303,9808,1808,1653,246.0,5,2,180,,493334,0.496
unlab,2354,7696,1932,1954,270.0,5,2,142,,395638,0.496
unlab,2559,10448,1783,1714,348.0,5,1,144,,566610,0.496
unlab,2599,10832,1547,1926,12.0,6,2,151,,638043,0.496
unlab,2703,9680,1984,1758,54.0,6,1,167,,470035,0.496
unlab,2822,3280,2103,1831,102.0,6,1,153,,198458,0.496
unlab,3051,6288,2097,1856,204.0,6,1,134,,223883,0.496
unlab,3053,7120,2102,1869,204.0,6,1,119,,374567,0.496
unlab,3063,10320,1765,1591,204.0,6,2,132,,538377,0.496
unlab,3186,8016,1871,1858,252.0,6,1,146,,395683,0.496
unlab,3208,9360,1805,1757,258.0,6,1,155,,465347,0.496
unlab,3231,4688,1982,1897,270.0,6,1,142,,297363,0.496
unlab,3347,4688,2008,1945,312.0,6,1,123,,299568,0.496
unlab,3421,7504,2004,2138,342.0,6,1,128,,395614,0.496
unlab,3656,3408,2112,1843,108.0,7,1,173,,197948,0.496
unlab,3668,3408,2110,1836,114.0,7,2,146,,197948,0.496
unlab,3802,3984,2042,1857,174.0,7,1,151,,257905,0.496
unlab,3860,10320,1764,1588,204.0,7,2,127,,538377,0.496
unlab,3946,10512,1636,1553,234.0,7,2,129,,566996,0.496
unlab,4459,10320,1865,1623,114.0,8,1,143,,546677,0.496
unlab,4600,10320,1762,1584,204.0,8,1,121,,538377,0.496
unlab,4710,8016,1865,1864,258.0,8,1,154,,395683,0.496
unlab,4917,3792,2067,2007,30.0,9,1,163,,242638,0.496
unlab,5482,3600,2163,2083,42.0,10,1,137,,220723,0.496
unlab,5558,8720,1962,1766,78.0,10,1,171,,428488,0.496
unlab,5571,8208,1971,1878,84.0,10,1,139,,421211,0.496
unlab,5644,11024,1278,1937,114.0,10,1,126,,628155,0.496
unlab,5945,1040,1829,1612,306.0,10,1,130,,63767,0.496
unlab,7101,8848,1777,1781,294.0,13,1,128,,409097,0.496
unlab,7220,9744,2009,1619,108.0,14,1,142,,484430,0.496
unlab,7721,9104,1769,2070,342.0,16,1,144,,223883,0.496
unlab,8030,6160,1961,1959,258.0,19,1,125,,352040,0.496
unlab,8241,2960,2037,2198,6.0,23,1,127,,183117,0.496
unlab,8414,10640,1820,1318,168.0,27,1,142,,574063,0.496
unlab,8671,2640,1699,2450,336.0,42,1,153,,149202,0.496
unlab,8779,4496,2505,2438,42.0,54,1,174,,293187,0.496
unlab,8786,2256,2469,2259,42.0,55,3,163,,134247,0.496
unlab,8933,4048,2810,2206,72.0,68,1,146,,266172,0.496
wedge,1106,3696,2660,1348,132.0,70,,,1,111481,0.496
wedge,1083,3632,2451,959,156.0,81,,,1,218052,0.493
unlab,44,2832,2026,1880,42.0,2,1,157,,165672,0.488
unlab,372,10448,1787,1694,348.0,2,1,158,,566610,0.488
unlab,442,9616,1919,1773,36.0,3,1,155,,480184,0.488
unlab,1619,1424,1685,1657,324.0,4,1,192,,94193,0.488
unlab,1647,9360,1871,1840,330.0,4,1,165,,371670,0.488
unlab,1749,8208,1924,1929,24.0,5,1,129,,421444,0.488
unlab,1863,8080,1972,1896,72.0,5,1,136,,413323,0.488
unlab,2248,9616,1835,1672,222.0,5,1,150,,479172,0.488
unlab,2792,1232,1951,1579,90.0,6,1,168,,82855,0.488
unlab,2931,11152,984,2319,144.0,6,1,137,,650397,0.488
unlab,3137,7824,1922,1858,234.0,6,1,175,,223883,0.488
unlab,3481,4816,2079,1996,30.0,7,1,130,,311412,0.488
unlab,3554,10640,1835,1716,60.0,7,1,152,,598288,0.488
unlab,3803,4176,2061,1832,174.0,7,1,123,,271789,0.488
unlab,3929,8080,1858,1825,228.0,7,1,139,,395683,0.488
unlab,4097,3408,1911,1941,300.0,7,1,137,,220793,0.488
unlab,4367,8656,1938,1799,78.0,8,1,136,,437676,0.488
unlab,4399,8656,1931,1783,90.0,8,1,140,,437671,0.488
unlab,4572,6288,2123,1876,192.0,8,2,161,,223883,0.488
unlab,5131,8080,1965,1825,138.0,9,1,153,,412767,0.488
unlab,5183,8144,1884,1786,192.0,9,1,152,,412880,0.488
unlab,5186,10960,1211,1744,192.0,9,1,184,,628050,0.488
unlab,5276,1488,1652,1597,252.0,9,1,170,,94420,0.488
unlab,5304,5648,2030,1974,264.0,9,1,156,,332195,0.488
unlab,5473,3216,2126,1969,36.0,10,2,130,,200022,0.488
unlab,5521,8272,1957,1936,60.0,10,1,154,,223883,0.488
unlab,5662,8912,1916,1696,126.0,10,1,169,,449687,0.488
unlab,5855,6160,2038,1984,264.0,10,1,128,,352077,0.488
unlab,6045,7440,2184,2062,54.0,11,1,155,,395570,0.488
unlab,6288,7120,2068,1881,228.0,11,1,157,,382562,0.488
unlab,6495,9552,1973,1877,24.0,12,1,151,,484053,0.488
unlab,6514,1296,1967,1709,60.0,12,1,108,,78218,0.488
unlab,6602,8336,1964,1829,108.0,12,1,154,,223883,0.488
unlab,6639,9424,2010,1688,132.0,12,1,154,,469995,0.488
unlab,6759,2192,1774,1582,270.0,12,1,147,,126588,0.488
unlab,7035,3408,1835,1746,240.0,13,1,140,,210586,0.488
unlab,7305,9616,1725,1697,258.0,14,1,165,,479337,0.488
unlab,7367,4048,2118,2159,18.0,15,2,137,,259307,0.488
unlab,7839,9104,1768,2074,342.0,17,2,166,,223883,0.488
unlab,7913,6224,2012,1890,234.0,18,1,134,,223883,0.488
unlab,7958,9104,1766,2079,342.0,18,2,151,,223883,0.488
unlab,7960,9744,2045,1925,30.0,19,1,164,,501692,0.488
unlab,8265,7120,2014,1775,216.0,23,1,127,,373563,0.488
unlab,8278,2896,2216,2211,30.0,24,1,139,,133475,0.488
unlab,8866,4496,1360,1913,270.0,61,1,141,,281431,0.488
unlab,8871,9872,1733,3044,354.0,61,1,146,,496799,0.488
unlab,8882,4496,1360,1913,270.0,62,1,141,,281431,0.488
unlab,8883,1808,976,2133,306.0,62,1,154,,104706,0.488
wedge,1239,4080,1930,865,186.0,56,,,1,254735,0.488
wedge,2044,6352,2652,1797,108.0,71,,,1,223883,0.488
unlab,112,3536,2089,1898,114.0,2,1,147,,220584,0.48
unlab,672,11088,1010,2053,186.0,3,1,138,,653327,0.48
unlab,693,10320,1761,1555,198.0,3,2,173,,538377,0.48
unlab,977,4112,2052,2002,12.0,4,1,127,,259267,0.48
unlab,1069,9104,1891,1842,60.0,4,1,135,,459401,0.48
unlab,1164,4368,2084,1900,120.0,4,1,158,,287325,0.48
unlab,1286,1936,1749,1524,168.0,4,2,144,,119761,0.48
unlab,1295,10384,1789,1598,168.0,4,1,158,,566549,0.48
unlab,1351,9552,1858,1580,198.0,4,1,146,,484133,0.48
unlab,1411,1296,1729,1548,222.0,4,1,196,,78353,0.48
unlab,1498,9808,1802,1668,264.0,4,1,194,,493334,0.48
unlab,1783,6352,2205,2044,36.0,5,1,171,,359412,0.48
unlab,1837,9744,1952,1693,60.0,5,1,140,,500428,0.48
unlab,2134,9488,1890,1664,186.0,5,1,148,,483776,0.48
unlab,2171,6288,2099,1861,204.0,5,1,147,,223883,0.48
unlab,2178,9168,1829,1753,204.0,5,1,144,,442653,0.48
unlab,2293,1104,1842,1497,246.0,5,1,194,,63538,0.48
