instance_id,n_pts,n_k,kmin,kmax,gap,side_min
111891,197,3,43,58,13,6
111896,92,5,46,61,11,12
111898,204,10,50,67,8,47
111911,615,8,68,86,11,222
111918,138,4,49,57,5,32
111922,485,11,42,58,3,116
111923,123,2,47,61,13,27
111925,74,3,47,61,12,37
111928,169,4,46,61,12,83
111930,100,4,45,60,12,25
111931,534,7,48,58,4,13
111932,92,4,68,83,12,44
111936,109,3,48,53,3,21
111943,655,13,57,78,5,238
111949,292,6,68,85,12,133
111950,98,3,47,61,12,14
111953,2534,17,71,91,3,377
111959,398,7,54,63,2,174
111970,302,7,52,61,2,104
111978,529,13,59,79,4,85
111982,10468,23,50,78,6,28
111983,485,11,64,81,6,37
111993,882,12,62,78,5,334
111998,553,14,30,50,4,170
111999,376,7,38,48,4,67
112003,419,11,41,55,3,59
112004,71,5,46,63,7,10
112006,281,5,57,68,4,13
112011,55,4,44,50,3,15
112016,63,4,54,69,12,3
112017,136,3,75,84,7,58
112019,978,15,69,88,3,4
112022,86,3,65,69,2,36
112029,385,9,66,79,5,99
112030,437,5,57,64,3,14
112034,632,5,75,85,6,198
112037,71,4,57,66,6,13
112041,611,6,54,64,5,112
112050,690,8,54,63,2,253
112052,108,3,60,65,3,17
112056,162,4,58,64,3,71
112058,252,6,40,51,4,7
112061,360,10,61,74,4,116
112062,95,3,67,73,4,28
112065,312,9,35,45,2,23
112068,662,14,43,63,3,11
112070,204,6,59,67,3,58
112071,488,12,50,64,3,182
112074,139,4,53,63,7,62
112076,59,4,64,72,5,23
112077,72,4,61,70,5,29
112080,96,4,56,65,6,37
112083,137,5,61,69,4,41
112084,172,3,63,70,5,50
112086,87,3,54,64,8,16
112090,605,16,44,67,4,272
112092,179,3,49,59,8,19
112093,307,4,50,60,7,54
112098,181,5,60,66,2,25
112100,85,4,60,68,3,17
112102,316,5,59,66,3,20
112104,433,5,68,74,2,53
112105,200,5,63,72,5,79
112107,496,11,66,81,5,132
112112,188,6,60,70,5,88
112113,797,11,53,67,2,334
112117,173,5,62,69,3,81
112118,748,15,41,57,2,229
112119,114,4,57,64,2,10
112121,108,4,64,73,6,13
112123,110,4,62,67,2,42
112124,575,9,73,85,3,14
112125,525,10,51,62,2,52
112127,167,5,60,67,3,61
112130,117,4,65,72,4,5
112131,1537,12,54,68,2,40
112138,173,6,46,57,4,8
112142,111,5,63,72,5,49
112144,93,3,60,65,3,12
112149,60,4,67,72,2,7
112156,210,7,63,72,3,6
112157,211,5,71,80,5,10
112158,618,12,63,80,6,279
112162,243,9,38,54,4,69
112174,158,4,77,83,3,46
112177,438,8,62,71,2,65
112184,55,3,77,81,2,7
112186,516,8,62,71,2,82
112193,140,6,50,60,5,50
112196,968,8,64,74,3,319
112198,161,6,68,78,5,54
112199,255,8,51,62,3,101
112201,133,6,64,72,3,13
112207,142,4,62,67,2,65
112212,1067,12,54,69,3,11
112213,524,9,69,80,3,36
112215,506,7,55,66,5,212
112224,3609,21,49,72,2,16
112228,30,2,59,69,9,5
112245,211,5,63,72,5,24
112247,376,7,50,61,5,183
112248,535,12,45,59,3,15
112249,1085,12,55,73,7,4
112255,175,5,53,60,3,74
112259,130,5,38,51,9,28
112266,428,10,33,47,5,183
112270,431,11,34,48,4,105
112273,409,10,50,64,2,116
112286,353,10,41,55,5,82
112299,30,2,71,75,3,13
112304,52,2,34,47,12,10
112311,342,9,42,55,5,134
112313,295,9,52,64,3,30
112314,271,11,60,75,4,57
112315,1496,14,64,82,4,329
112331,710,11,47,67,5,46
112335,112,4,51,58,3,17
112337,480,8,60,73,3,225
112339,97,4,70,78,4,13
112340,477,10,70,84,4,40
112349,132,3,47,52,3,38
112360,373,6,45,59,7,28
112365,150,7,55,71,8,17
112376,103,4,47,52,2,47
112380,140,5,49,61,8,70
112389,80,3,54,68,12,17
112392,160,3,51,56,3,43
112395,24,3,54,68,12,8
112399,212,5,50,59,5,7
112405,48,3,54,60,4,10
112413,911,7,51,68,10,150
112422,1682,16,72,90,2,776
112430,104,4,55,60,2,4
112440,86,5,65,79,10,14
112441,58,3,55,67,10,21
112448,31,6,61,73,7,8
112451,153,2,58,68,9,44
112470,117,5,65,71,2,6
112480,83,4,64,70,3,7
112481,184,3,46,60,12,5
112486,88,2,58,67,8,33
112489,828,9,46,58,4,320
112490,361,10,49,64,2,74
112492,108,6,56,65,3,6
112508,98,3,78,84,4,22
112516,137,5,64,77,9,56
112539,53,3,63,75,10,22
112541,491,7,65,78,5,108
112544,188,5,64,73,5,40
112549,73,2,75,78,2,16
112552,67,4,65,74,6,25
112559,69,4,67,76,6,4
112563,42,3,69,74,3,18
112570,53,4,66,74,5,10
112571,72,3,69,75,4,34
112578,144,3,73,78,3,47
112579,130,4,73,83,7,16
112582,55,4,72,82,7,15
112584,330,5,74,81,3,142
112585,204,5,64,72,4,18
112603,34,3,73,78,3,15
112625,52,4,71,78,4,19
112653,89,3,72,76,2,29
112654,26,2,67,74,6,12
112655,120,4,66,76,7,23
112688,254,6,63,71,3,80
112690,24,2,60,66,5,3
112693,24,2,65,72,6,11
112696,78,3,67,76,7,8
112705,115,3,67,72,3,4
112708,109,3,68,73,3,8
112713,140,3,62,68,4,25
112717,234,4,61,67,3,19
112720,51,3,66,71,3,16
112722,29,3,61,66,3,7
112724,511,9,64,78,4,51
112726,1717,14,58,76,5,447
112737,210,5,51,61,4,26
112739,243,8,55,67,4,49
112741,180,5,44,56,7,24
112748,263,10,50,61,2,86
112764,73,3,65,70,3,4
112771,85,5,52,59,3,7
112775,161,4,54,64,5,29
112778,81,4,56,68,9,22
112783,1416,15,46,64,3,293
112784,262,7,53,61,2,88
112787,138,3,52,59,5,19
112788,1105,15,45,61,2,10
112789,188,5,57,66,5,20
112795,165,7,47,56,3,67
112802,225,8,47,56,2,23
112807,205,11,46,60,3,97
112812,174,3,62,67,3,5
112819,852,11,54,70,3,125
112820,491,9,55,66,2,171
112829,105,3,65,71,4,19
112835,559,4,64,69,2,124
112841,266,6,55,62,2,130
112843,240,4,58,65,4,29
112844,205,8,62,72,3,23
112850,28,2,55,59,3,4
112862,900,8,53,63,3,24
112871,445,6,67,75,3,25
112877,983,16,53,71,3,353
112879,198,7,57,69,6,11
112886,164,4,52,61,6,20
112888,105,4,56,62,3,17
112897,103,3,61,65,2,6
112900,180,3,54,61,5,5
112901,84,5,57,68,7,39
112904,359,10,57,69,2,83
112908,173,3,51,60,7,36
112918,235,9,53,66,4,70
112919,190,7,57,66,3,47
112927,169,5,47,54,3,20
112931,234,4,49,59,7,92
112933,525,8,46,56,3,45
112940,279,5,54,61,3,134
112941,144,8,26,35,2,33
112957,209,6,45,53,3,80
112959,354,5,46,54,4,128
112968,534,10,42,55,3,54
112971,88,4,48,53,2,9
112973,378,6,48,55,2,33
112982,143,5,41,47,2,57
113003,202,4,47,53,3,5
113004,945,9,39,49,2,28
113025,47,3,43,47,2,10
113028,803,8,41,50,2,79
113033,1023,11,39,52,3,3
113044,245,4,44,51,4,70
113045,1686,16,17,34,2,134
113046,97,4,37,42,2,39
113049,24,3,44,51,5,10
113051,106,6,55,67,7,46
113055,357,6,41,49,2,87
113057,1385,12,28,41,2,85
113061,533,8,41,52,2,34
113063,199,7,36,45,3,6
113065,651,12,40,55,4,65
113075,365,5,38,46,3,18
113076,89,4,32,39,4,30
113080,285,5,34,40,2,141
113081,528,9,36,54,9,80
113084,91,3,35,41,4,24
113087,90,3,42,47,3,12
113088,156,4,37,42,2,23
113089,120,4,38,44,3,25
113092,78,3,38,45,3,31
113096,814,16,32,54,5,33
113110,84,6,37,46,4,6
113111,107,5,31,38,3,42
113112,86,2,50,62,11,6
113120,208,5,38,44,2,64
113129,27,3,59,69,8,12
113131,244,3,66,70,2,105
113139,58,5,57,66,5,18
113143,415,7,59,69,4,75
113149,28,3,69,73,2,7
113166,79,3,56,64,6,33
113169,64,5,59,69,4,11
113177,14,3,69,73,2,4
113198,270,5,59,69,5,48
113200,142,4,68,75,4,25
113207,165,3,68,74,4,8
113217,102,6,31,42,6,10
113218,351,8,55,64,2,47
113225,57,4,40,46,3,24
113241,366,8,67,76,2,103
113262,421,6,60,70,5,178
113279,126,6,35,42,2,40
113290,82,3,42,46,2,29
113292,219,8,34,43,2,91
113298,82,3,68,73,3,17
113303,145,6,55,67,4,24
113322,80,4,35,42,4,7
113326,42,4,35,44,6,7
113332,62,3,59,67,6,13
113337,70,4,34,41,4,21
113344,64,4,34,39,2,21
113356,134,6,33,42,4,27
113364,77,5,34,40,2,26
113391,55,4,55,60,2,14
113394,624,5,58,67,5,44
113402,294,5,60,67,3,47
113410,70,5,32,41,5,23
113412,20,2,38,42,3,6
113414,36,2,54,59,4,7
113417,32,2,38,48,9,8
113419,23,3,33,40,5,5
113427,83,7,34,42,2,21
113430,36,3,34,38,2,12
113431,53,2,47,52,4,23
113435,40,3,37,42,3,14
113440,173,4,54,59,2,78
113448,340,3,56,63,5,7
113449,175,4,59,65,3,59
113452,73,3,54,60,4,24
113454,165,7,32,41,3,11
113462,14,3,47,55,6,3
113465,517,11,28,42,4,12
113469,169,6,31,38,2,17
113483,73,4,29,34,2,27
113485,22,2,30,35,4,10
113494,61,4,54,59,2,16
113498,60,4,24,32,4,23
113501,33,3,39,46,5,9
113507,151,5,47,54,3,67
113517,77,4,30,37,4,20
113528,151,3,49,53,2,19
113532,134,7,38,47,3,8
113533,99,4,43,49,3,8
113540,57,3,30,36,4,22
113542,80,3,42,49,5,31
113548,186,3,54,64,8,89
113549,84,2,54,57,2,8
113552,67,4,28,35,4,33
113557,195,5,42,51,5,40
113568,26,2,31,37,5,4
113577,298,7,40,49,2,110
113579,70,3,41,51,8,4
113583,70,5,32,40,4,33
113586,95,6,27,35,2,19
113587,107,6,35,45,5,38
113596,108,6,26,36,5,17
113610,132,5,26,32,2,22
113612,82,4,31,37,2,30
113615,228,4,43,52,6,5
113647,198,7,26,35,3,95
113662,109,6,27,34,2,54
113666,71,4,26,32,3,25
113675,48,4,28,35,4,10
113678,93,4,58,63,2,22
113690,20,2,59,64,4,5
113710,200,5,25,32,3,33
113712,69,4,24,31,4,34
113714,373,7,28,36,2,34
113727,62,4,54,64,7,6
113730,114,5,24,31,3,35
113746,297,8,23,37,4,10
113748,275,6,25,32,2,46
113749,99,4,54,61,4,8
113756,70,4,23,29,2,22
113761,81,4,53,60,4,4
113770,186,4,58,64,3,37
113772,186,5,58,64,2,27
113774,56,3,31,37,4,11
113776,403,5,60,66,2,78
113780,184,2,64,70,5,46
113782,109,3,60,66,4,31
113786,350,13,35,52,4,3
113790,63,4,31,40,6,10
113791,78,4,30,39,4,34
113793,86,3,31,36,3,21
113795,174,3,40,44,2,53
113798,72,4,30,39,6,14
113799,108,4,39,44,2,44
113805,122,6,32,39,2,20
113808,767,10,27,38,2,81
113816,1028,12,47,60,2,121
113819,373,6,62,70,3,176
113831,322,9,53,65,3,127
113834,108,5,59,66,2,44
113835,183,6,61,68,2,41
113836,236,5,59,66,3,7
113846,175,3,57,63,4,10
113851,273,5,59,66,3,7
113853,560,8,53,66,6,40
113856,130,2,66,70,3,26
113859,280,6,58,66,3,55
113864,1070,7,55,64,3,29
113865,67,3,66,70,2,29
113866,915,9,54,65,2,35
113877,270,4,51,59,2,81
113878,1051,8,62,73,4,11
113879,289,6,55,66,6,115
113880,12,2,62,66,3,3
113890,315,9,53,64,2,85
113892,205,5,51,58,2,38
113899,433,6,58,66,3,48
113900,633,11,48,61,2,29
113919,256,7,50,59,3,102
113927,908,6,37,44,2,138
113936,229,5,57,64,3,46
113943,1240,14,51,67,2,37
113945,1150,11,54,67,2,138
113947,510,5,51,64,5,76
113948,268,3,52,59,5,114
113971,218,8,20,29,2,107
113983,63,3,54,58,2,27
113985,110,4,18,25,4,30
113986,69,3,50,57,5,9
113993,57,7,19,28,3,11
114002,60,4,21,28,4,22
114019,105,6,49,57,2,13
114020,116,5,19,26,3,49
114052,29,2,20,25,4,10
114053,104,3,24,30,4,39
114054,63,3,24,28,2,8
114059,64,4,22,28,3,12
114071,757,8,56,68,4,26
114074,86,6,51,62,5,8
114077,45,3,58,62,2,13
114103,169,4,18,23,2,23
114106,105,5,51,58,2,27
114122,75,4,20,25,2,37
114127,78,3,59,63,2,38
114128,100,2,22,26,3,18
114136,60,5,24,30,2,29
114143,200,5,19,27,4,17
114147,21,2,17,20,2,5
114159,42,3,47,52,3,16
114161,40,3,19,23,2,11
114177,105,3,51,58,5,7
114181,60,3,19,25,3,27
114185,116,4,51,56,2,3
114197,81,2,51,57,5,37
114199,47,4,63,68,2,12
114201,203,3,50,57,5,99
114205,87,2,55,64,8,28
114207,324,10,50,62,3,76
114208,182,5,53,60,2,7
114212,74,5,51,62,4,37
114221,155,7,48,60,5,64
114227,55,2,49,56,6,23
114231,19,2,48,55,6,7
114232,146,7,48,59,5,52
114234,184,3,51,56,3,90
114241,157,9,47,58,3,44
114250,48,3,55,62,5,23
114254,27,3,56,65,7,3
114256,48,3,52,60,6,12
114265,185,7,47,58,5,66
114285,38,3,51,59,6,10
114289,38,4,54,59,2,3
114293,164,7,52,62,4,49
114310,65,4,20,25,2,31
114311,616,12,42,57,4,217
114312,79,3,52,59,3,33
114313,39,3,54,58,2,4
114321,504,8,50,59,2,80
114322,194,4,50,55,2,50
114325,13,2,54,58,3,6
114327,28,3,47,53,4,10
114330,329,5,48,55,3,91
114332,90,4,53,61,5,17
114342,186,4,52,57,2,15
114346,125,3,49,53,2,49
114348,115,3,51,55,2,14
114355,81,3,52,56,2,3
114392,323,6,48,57,4,11
114407,77,2,49,52,2,19
114410,247,4,46,53,3,44
114416,153,5,36,47,7,55
114426,134,3,44,48,2,23
114430,375,10,33,47,4,39
114434,599,9,56,66,2,5
114436,194,8,34,47,6,79
114439,178,4,57,63,3,45
114440,500,6,28,38,5,45
114443,777,8,52,66,7,63
114444,692,13,31,47,4,330
114446,849,13,39,56,4,315
114448,150,6,35,48,8,63
114454,158,4,58,63,2,40
114456,223,4,57,63,3,68
114458,194,6,44,52,3,94
114462,406,11,46,58,2,136
114464,210,7,39,53,8,14
114465,201,5,41,48,3,19
114467,115,6,32,44,7,13
114469,129,5,38,50,8,15
114470,83,5,41,52,7,34
114472,221,6,47,59,5,82
114473,1294,18,43,67,5,142
114475,14,2,51,54,2,7
114479,191,6,39,47,3,10
114491,1423,11,48,66,8,52
114494,578,10,32,49,8,29
114496,43,2,56,60,3,5
114499,33,2,37,48,10,7
114502,127,6,25,36,6,7
114504,222,8,33,47,7,96
114505,536,8,38,51,6,96
114515,598,11,44,58,3,205
114516,172,6,40,55,5,48
114518,140,7,30,45,5,50
114520,534,8,39,51,5,83
114526,270,5,25,43,7,59
114530,317,6,33,40,2,84
114537,237,6,45,60,8,8
114538,77,3,54,61,5,28
114545,130,3,53,67,12,41
114555,115,4,55,68,7,34
114560,121,6,53,65,3,39
114561,955,10,52,64,3,8
114564,209,5,29,36,2,4
114567,238,8,47,57,3,114
114568,166,7,48,58,4,27
114569,287,8,50,60,3,83
114573,283,5,28,35,2,76
114586,2391,16,48,66,2,28
114598,133,3,47,54,5,46
114601,107,3,37,43,4,30
114605,101,3,51,55,2,50
114610,317,10,33,45,2,80
114613,154,4,39,47,5,15
114614,286,6,53,60,2,52
114615,103,2,63,67,3,47
114619,138,4,46,57,8,29
114626,13,2,63,66,2,4
114629,1399,13,46,62,3,568
114639,135,5,54,62,4,47
114640,470,9,63,79,6,52
114645,341,7,53,61,2,36
114646,114,5,48,56,4,23
114647,141,5,59,68,4,42
114648,151,5,53,60,3,45
114653,65,4,41,46,2,29
114661,99,6,52,59,2,30
114662,652,8,54,67,5,26
114664,42,3,49,56,5,5
114665,290,7,43,54,5,66
114667,476,12,39,52,2,159
114678,261,5,46,54,4,30
114681,321,8,53,65,5,16
114683,274,6,48,58,3,25
114687,286,8,43,55,3,138
114689,140,5,47,58,7,69
114692,133,6,54,62,3,63
114694,91,4,49,56,4,39
114697,83,5,59,69,6,15
114698,660,15,60,77,3,250
114700,129,4,41,46,2,24
114702,356,9,51,64,4,79
114708,278,5,67,75,3,39
114710,320,7,48,57,3,37
114713,127,4,50,56,3,42
114714,156,5,35,43,4,23
114715,238,5,44,53,5,4
114719,189,5,36,46,6,33
114721,3452,15,53,70,3,448
114723,48,2,51,56,4,3
114725,795,12,49,68,8,50
114726,37,5,30,41,4,5
114728,45,3,50,56,4,22
114731,52,3,50,54,2,19
114732,562,7,56,64,2,13
114734,1038,19,27,47,2,92
114735,186,8,31,40,2,92
114744,810,10,55,75,5,18
114746,1927,16,31,49,2,76
114749,349,6,53,67,9,13
114754,1070,10,37,52,6,11
114758,259,7,42,51,3,71
114759,127,6,41,51,3,8
114760,369,7,43,52,2,105
114764,169,11,62,75,3,59
114771,1343,14,55,70,2,5
114778,522,5,45,52,3,41
114779,232,4,46,51,2,100
114781,4159,24,23,49,3,17
114785,300,8,39,51,5,22
114789,435,10,41,52,2,20
114793,178,7,65,75,2,28
114796,114,5,56,71,11,35
114798,519,11,48,63,2,54
114802,118,7,45,62,7,49
114803,37,2,50,59,8,12
114804,16,2,51,62,10,5
114805,1155,7,50,62,6,39
114806,2039,15,51,70,5,655
114822,1247,17,58,82,8,13
114823,270,5,61,76,9,76
114827,557,11,52,65,2,189
114831,40,3,37,41,2,3
114832,384,10,36,49,2,50
114834,3144,26,42,71,4,177
114837,708,13,40,60,8,49
114841,273,6,44,54,5,73
114845,124,7,30,40,4,10
114846,134,7,55,63,2,47
114851,66,4,47,54,3,19
114853,921,13,49,63,2,400
114856,93,4,41,46,2,32
114857,462,11,43,55,2,114
114858,24,4,47,57,7,5
114862,107,6,46,53,2,3
114872,93,5,43,54,7,23
114874,1440,15,57,77,5,175
114877,614,10,44,57,4,119
114878,423,8,45,58,6,148
114884,75,5,41,48,3,14
114885,50,2,47,56,8,7
114886,204,7,53,61,2,52
114888,179,5,43,51,4,21
114895,7297,19,60,83,5,1245
114896,186,9,37,49,3,17
114897,241,8,44,55,4,120
114901,182,10,40,52,2,60
114903,508,11,41,55,4,63
114905,260,4,57,64,4,78
114908,358,10,55,71,7,105
114913,82,3,38,42,2,14
114922,54,3,57,64,5,15
114923,884,14,56,73,3,312
114924,134,5,44,56,8,37
114927,166,5,48,57,5,47
114931,173,4,46,52,3,33
114932,296,6,47,57,5,7
114936,573,10,48,59,2,190
114937,285,5,58,64,2,115
114939,422,12,37,57,4,171
114941,838,8,58,68,3,14
114949,272,5,64,70,2,25
114950,165,3,60,66,4,47
114954,535,9,64,80,7,44
114958,81,3,50,54,2,3
114960,173,6,59,68,4,50
114962,639,10,39,51,3,47
114963,253,3,59,65,4,89
114965,253,11,39,53,4,84
114967,839,12,30,47,4,34
114969,119,4,56,64,5,29
114974,90,4,46,53,4,11
114979,153,3,58,62,2,20
114984,123,5,59,65,2,12
114986,219,7,31,43,2,99
114987,91,4,37,49,9,24
114990,120,3,32,38,4,14
114993,51,2,40,46,5,11
114995,115,4,32,37,2,46
114996,26,4,40,46,3,8
114997,27,2,43,46,2,9
114999,25,3,51,60,7,5
115005,33,3,16,25,4,5
115007,64,3,23,33,8,18
115008,46,3,21,30,7,4
115015,77,5,27,34,3,5
115019,56,5,22,32,6,12
115042,46,4,23,28,2,14
115053,91,3,57,61,2,8
115057,683,9,56,74,5,248
115059,395,4,55,73,15,20
115060,187,9,27,39,2,6
115061,62,2,27,31,3,23
115066,315,5,64,72,3,84
115073,265,9,29,40,3,6
115081,274,7,56,64,2,86
115083,81,3,66,73,5,6
115085,36,4,21,29,5,10
115089,28,3,27,34,5,7
115090,154,9,12,23,3,65
115094,34,3,27,32,3,6
115098,465,6,61,74,7,24
115100,18,3,19,24,3,3
115101,158,5,22,30,3,16
115106,95,4,29,39,7,27
115112,415,7,58,66,2,89
115115,39,4,28,37,6,18
115117,124,6,38,45,2,18
115124,25,3,60,66,4,11
115125,81,6,34,42,2,29
115126,313,7,52,67,8,47
115140,58,6,29,36,2,16
115155,57,5,27,35,4,16
115161,33,4,29,35,3,13
115164,478,12,61,74,2,65
115171,149,4,64,72,5,51
115190,1152,8,66,76,3,22
115200,47,2,48,51,2,4
115205,140,5,56,71,9,67
115208,759,11,50,67,7,201
115209,704,12,56,71,4,33
115210,1384,15,54,70,2,342
115214,92,2,65,73,7,31
115220,164,6,45,61,11,3
115221,168,5,48,64,12,15
115222,302,6,55,68,8,97
115223,63,3,54,68,12,8
115226,77,4,51,61,7,35
115227,204,4,52,64,9,85
115230,116,3,52,64,10,18
115235,206,6,54,68,8,53
115238,103,4,47,56,6,36
115239,173,4,51,63,9,9
115242,903,13,55,69,2,434
115247,1085,6,64,73,4,5
115252,143,6,68,76,3,17
115256,72,3,71,76,3,11
115261,23,3,56,69,11,3
115264,171,5,47,56,4,15
115270,135,2,55,60,4,4
115274,168,3,49,54,3,12
115276,91,6,57,69,5,17
115285,301,3,65,73,6,50
115303,71,2,60,65,4,33
115311,140,4,58,64,3,39
115315,48,4,63,68,2,11
115318,2772,21,59,84,3,62
115325,55,2,50,54,3,17
115328,226,4,55,63,5,28
115329,72,4,56,63,4,5
115330,203,4,58,64,3,92
115347,41,3,64,68,2,18
115348,378,6,66,73,2,96
115351,320,6,48,59,4,10
115354,525,8,62,74,5,60
115356,125,6,56,66,5,18
115359,152,4,64,70,3,31
115364,56,3,51,59,6,8
115367,316,9,56,71,4,81
115368,109,3,64,68,2,33
115369,209,6,65,73,2,51
115371,70,4,61,69,5,4
115372,915,11,55,72,3,19
115377,39,2,56,63,6,17
115382,143,7,64,72,2,37
115391,213,6,64,73,3,3
115400,158,3,63,69,4,36
115413,288,8,60,72,5,34
115416,86,3,64,72,6,37
115417,743,13,53,69,3,183
115418,127,3,67,71,2,61
115422,386,8,58,71,6,4
115438,235,8,60,71,4,40
115441,162,8,62,73,4,80
115457,135,3,59,68,7,21
115459,242,4,62,74,9,4
115461,641,9,56,74,8,191
115464,293,3,66,74,6,8
115467,322,10,55,73,8,160
115468,604,10,58,74,5,297
115469,135,4,64,69,2,41
115472,55,4,55,73,15,7
115473,639,8,57,73,6,260
115481,194,7,61,74,7,53
115484,242,6,57,68,4,32
115488,336,8,52,63,4,13
115492,99,4,61,66,2,19
115493,573,12,61,74,2,32
115495,114,8,53,69,9,25
115501,164,5,55,72,13,79
115502,96,4,59,71,9,45
115503,96,6,56,68,4,35
115506,1930,14,47,67,7,28
115507,11,2,57,66,8,3
115509,127,8,54,71,6,44
115520,368,5,65,80,11,118
115526,405,8,63,78,8,143
115527,83,4,56,63,4,34
115537,181,3,63,70,5,90
115544,330,7,49,57,2,69
115545,128,3,58,69,9,40
115553,2077,25,43,69,2,233
115554,4851,26,42,70,3,105
115555,631,9,67,80,3,160
115557,908,12,50,63,2,210
115560,1916,28,39,70,3,30
115562,183,7,63,79,10,47
115566,110,4,50,59,6,10
115568,190,6,54,70,9,44
115573,960,8,67,86,8,95
115575,114,3,58,68,8,38
115590,135,5,66,81,10,46
115596,181,6,52,65,8,58
115597,339,9,63,77,5,134
115599,36,3,58,69,9,17
115600,363,9,52,63,3,136
115611,415,8,66,85,7,83
115618,145,5,59,74,11,4
115625,362,4,52,63,8,13
115630,131,3,55,59,2,21
115633,452,7,49,64,4,78
115635,417,9,52,67,7,106
115640,42,4,49,57,5,11
115641,1346,21,62,85,3,583
115642,551,10,68,85,5,74
115643,285,6,49,59,4,15
115644,1288,11,50,62,2,28
115646,313,6,56,69,8,112
115648,337,8,74,83,2,17
115650,148,4,56,70,11,3
115654,333,5,71,91,16,12
115655,76,2,50,62,11,33
115656,110,2,52,61,8,3
115658,223,5,52,59,2,46
115660,358,8,50,63,3,75
115662,392,6,57,69,6,22
115665,181,4,52,59,4,18
115671,1045,15,55,76,7,161
115674,492,10,67,85,8,71
115682,148,4,52,58,3,38
115690,98,5,52,64,8,17
115723,371,7,59,69,3,113
115733,695,7,69,78,3,143
115738,87,3,70,74,2,30
115739,71,5,66,72,2,25
115751,566,3,75,80,3,174
115756,10,2,71,77,5,3
115759,16,4,60,68,5,4
115763,69,3,71,75,2,3
115768,97,3,74,78,2,6
115783,84,4,65,77,9,36
115791,356,4,70,83,10,12
115792,549,6,67,77,5,34
115799,80,3,55,64,4,22
115806,68,4,65,77,8,9
115826,16,3,63,67,2,7
115827,29,2,63,67,3,5
115857,208,6,64,75,6,75
115864,7809,34,52,91,2,1842
115872,748,18,53,73,2,299
115876,29,3,64,68,2,6
115888,135,5,56,69,9,56
115892,23,3,55,67,10,5
115893,165,7,50,64,8,58
115912,319,9,53,67,4,61
115913,40,3,64,68,2,4
115920,405,15,66,82,2,181
115934,168,6,77,87,5,80
115945,474,10,66,91,8,197
115951,126,3,72,76,2,39
115953,496,13,71,92,4,136
115956,809,12,64,80,3,323
115959,243,7,63,73,4,4
115960,133,4,56,63,4,52
115972,106,4,66,80,8,9
115980,121,2,66,73,6,14
116008,298,5,67,73,2,38
116009,449,10,63,75,2,128
116010,768,7,65,76,4,66
116015,463,6,64,76,4,55
116017,303,7,60,70,3,57
116020,556,9,55,68,3,41
116023,85,2,64,68,3,16
116029,425,8,54,64,3,32
116031,954,10,61,72,2,223
116034,72,3,55,63,6,23
116039,175,6,55,65,5,55
116064,87,4,65,71,3,11
116068,117,5,61,69,4,18
116070,161,6,61,70,2,6
116081,82,5,57,63,2,17
116085,277,10,56,68,2,115
116089,43,2,58,62,3,8
116100,31,2,65,68,2,13
116112,105,4,63,68,2,48
116114,93,3,60,66,4,42
116117,228,5,61,68,3,96
116119,219,4,69,75,3,79
116123,629,5,66,76,5,303
116124,67,3,60,68,6,21
116125,1148,10,62,75,2,328
116133,685,5,68,75,3,239
116140,166,2,69,73,3,49
116143,174,3,71,76,3,11
116145,365,7,63,73,4,120
116146,317,3,72,76,2,127
116147,123,4,57,68,8,53
116151,319,4,61,69,5,156
116152,149,2,68,73,4,66
116153,230,3,66,75,7,79
116157,531,8,59,68,2,27
116161,70,2,58,61,2,24
116162,150,3,65,74,7,15
116166,58,2,58,61,2,16
116168,482,8,58,68,3,181
116171,288,3,67,74,5,138
116176,165,3,65,70,3,78
116179,148,4,68,75,4,62
116186,329,7,64,72,2,45
116193,422,5,62,71,5,138
116215,545,7,68,76,2,136
116233,45,2,65,69,3,15
116235,86,3,58,69,6,34
116237,75,3,59,63,2,26
116238,149,4,58,66,5,58
116244,70,2,58,74,15,31
116246,420,7,63,77,8,127
116250,287,3,72,80,6,113
116271,265,6,63,71,3,88
116281,81,5,64,72,3,4
116307,413,6,66,73,2,26
116311,62,4,75,88,10,4
116314,157,4,68,73,2,42
116318,40,3,69,74,3,8
116325,361,9,64,74,2,15
116342,1528,23,66,91,2,154
116343,268,8,70,90,7,14
116350,114,4,69,74,2,5
116356,12,2,68,75,6,5
116357,344,7,69,77,2,11
116360,55,2,67,77,9,24
116362,464,10,66,81,4,143
116366,133,3,70,83,11,24
116374,498,11,71,91,10,230
116390,17,2,72,76,3,4
116402,44,2,71,75,3,8
116406,206,4,69,74,2,4
116413,45,3,70,74,2,9
116424,196,9,68,78,2,33
116446,370,10,71,82,2,102
116450,265,6,67,81,9,41
116457,39,3,66,78,10,12
116470,256,7,69,83,8,101
116479,305,5,66,82,9,143
116480,2605,21,57,82,2,174
116485,771,12,59,79,6,287
116486,150,6,61,79,13,48
116488,568,10,62,85,12,155
116489,72,2,61,67,5,9
116490,238,6,59,70,4,73
116491,77,3,63,80,15,10
116492,82,3,62,67,3,39
116496,196,7,59,70,4,29
116498,191,5,61,73,8,84
116500,231,8,64,81,5,13
116501,79,4,61,72,8,5
116503,191,5,73,81,3,75
116511,70,2,77,80,2,32
116512,148,4,72,80,3,3
116515,230,4,65,83,8,58
116528,178,6,52,66,9,69
116529,484,6,48,60,6,78
116538,96,4,46,56,4,12
